"","article","indiv","dpi","dpi_idx","sample_type","st_idx","sample_rep","val_total","pos_total","cens_total","val_sg","pos_sg","cens_sg","val_inf","pos_inf","lodq_sg","lodq_total","tg_total","tg_sg","tg_idx","cell_line","cell_idx","culture_assay","assay_idx","animal_species","sp_idx","age_class_stand","age_years_rep","age_class_rep","age_idx","sex","sex_idx","units_total","units_sg","units_inf","lod_total","loq_total","lod_sg","loq_sg","lod_inf","loq_inf","sample_grp","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","viral_strain","organ_system","log10_dose_pfu"
"633","Johnston et al. 2020","SJ_AGM3",8,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",38000,54285.7142857143,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.57978359661681
"634","Johnston et al. 2020","SJ_AGM3",10,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",38000,54285.7142857143,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.57978359661681
"635","Johnston et al. 2020","SJ_CM1",2,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"4.0999999999999996",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"636","Johnston et al. 2020","SJ_CM1",4,2,"Non-invasive",0,"Oropharyngeal Swab","7.77",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"637","Johnston et al. 2020","SJ_CM1",6,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"638","Johnston et al. 2020","SJ_CM1",8,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"639","Johnston et al. 2020","SJ_CM1",10,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"640","Johnston et al. 2020","SJ_CM1",2,2,"Non-invasive",0,"Nasopharyngeal Swab","9.68",1,0,NA,NA,NA,"2.16",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"641","Johnston et al. 2020","SJ_CM1",4,2,"Non-invasive",0,"Nasopharyngeal Swab","8.51",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"642","Johnston et al. 2020","SJ_CM1",6,2,"Non-invasive",0,"Nasopharyngeal Swab","9.36",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"643","Johnston et al. 2020","SJ_CM1",8,2,"Non-invasive",0,"Nasopharyngeal Swab","6.9",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"644","Johnston et al. 2020","SJ_CM1",10,2,"Non-invasive",0,"Nasopharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"645","Johnston et al. 2020","SJ_CM1",2,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"646","Johnston et al. 2020","SJ_CM1",4,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"647","Johnston et al. 2020","SJ_CM1",6,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"648","Johnston et al. 2020","SJ_CM1",8,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"649","Johnston et al. 2020","SJ_CM1",10,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","5.1972602739726028","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"650","Johnston et al. 2020","SJ_CM2",2,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"3.1",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"651","Johnston et al. 2020","SJ_CM2",4,2,"Non-invasive",0,"Oropharyngeal Swab","7.99",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"652","Johnston et al. 2020","SJ_CM2",6,2,"Non-invasive",0,"Oropharyngeal Swab","7.32",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"653","Johnston et al. 2020","SJ_CM2",8,2,"Non-invasive",0,"Oropharyngeal Swab","7.01",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"654","Johnston et al. 2020","SJ_CM2",10,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"655","Johnston et al. 2020","SJ_CM2",2,2,"Non-invasive",0,"Nasopharyngeal Swab","9.77",1,0,NA,NA,NA,"1.1499999999999999",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"656","Johnston et al. 2020","SJ_CM2",4,2,"Non-invasive",0,"Nasopharyngeal Swab","9.99",1,0,NA,NA,NA,"3.61",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"657","Johnston et al. 2020","SJ_CM2",6,2,"Non-invasive",0,"Nasopharyngeal Swab","9.4700000000000006",1,0,NA,NA,NA,"1.91",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"658","Johnston et al. 2020","SJ_CM2",8,2,"Non-invasive",0,"Nasopharyngeal Swab","8.76",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"659","Johnston et al. 2020","SJ_CM2",10,2,"Non-invasive",0,"Nasopharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"660","Johnston et al. 2020","SJ_CM2",2,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"661","Johnston et al. 2020","SJ_CM2",4,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"662","Johnston et al. 2020","SJ_CM2",6,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"663","Johnston et al. 2020","SJ_CM2",8,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"664","Johnston et al. 2020","SJ_CM2",10,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Juvenile","4.8","Adult",1,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"665","Johnston et al. 2020","SJ_CM3",2,2,"Non-invasive",0,"Oropharyngeal Swab","6.9",1,0,NA,NA,NA,"4.2699999999999996",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"666","Johnston et al. 2020","SJ_CM3",4,2,"Non-invasive",0,"Oropharyngeal Swab","6.9",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"667","Johnston et al. 2020","SJ_CM3",6,2,"Non-invasive",0,"Oropharyngeal Swab","7.38",1,0,NA,NA,NA,"0.7",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"668","Johnston et al. 2020","SJ_CM3",8,2,"Non-invasive",0,"Oropharyngeal Swab","7.5",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"669","Johnston et al. 2020","SJ_CM3",10,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"670","Johnston et al. 2020","SJ_CM3",2,2,"Non-invasive",0,"Nasopharyngeal Swab","10.74",1,0,NA,NA,NA,"4.8099999999999996",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"671","Johnston et al. 2020","SJ_CM3",4,2,"Non-invasive",0,"Nasopharyngeal Swab","9.5500000000000007",1,0,NA,NA,NA,"1.4",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"672","Johnston et al. 2020","SJ_CM3",6,2,"Non-invasive",0,"Nasopharyngeal Swab","9.9",1,0,NA,NA,NA,"0.7",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"673","Johnston et al. 2020","SJ_CM3",8,2,"Non-invasive",0,"Nasopharyngeal Swab","10.53",1,0,NA,NA,NA,"1.05",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"674","Johnston et al. 2020","SJ_CM3",10,2,"Non-invasive",0,"Nasopharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Nasopharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"675","Johnston et al. 2020","SJ_CM3",2,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"676","Johnston et al. 2020","SJ_CM3",4,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"677","Johnston et al. 2020","SJ_CM3",6,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"678","Johnston et al. 2020","SJ_CM3",8,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"679","Johnston et al. 2020","SJ_CM3",10,3,"Non-invasive",0,"Rectal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","8.8027397260273972","Adult",2,"Male",0,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Anal / Rectal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","GI",4.68663626926229
"680","Johnston et al. 2020","SJ_CM4",2,2,"Non-invasive",0,"Oropharyngeal Swab","9.66",1,0,NA,NA,NA,"3.21",1,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","9.6547945205479451","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"681","Johnston et al. 2020","SJ_CM4",4,2,"Non-invasive",0,"Oropharyngeal Swab","7.25",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","9.6547945205479451","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"682","Johnston et al. 2020","SJ_CM4",6,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","9.6547945205479451","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"683","Johnston et al. 2020","SJ_CM4",8,2,"Non-invasive",0,"Oropharyngeal Swab","7.59",1,0,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","9.6547945205479451","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
"684","Johnston et al. 2020","SJ_CM4",10,2,"Non-invasive",0,"Oropharyngeal Swab","-9",0,1,NA,NA,NA,"-9",0,NA,6.9,"N",NA,NA,"Vero 76",2,"plaque",1,"cynomolgus macaque",2,"Adult","9.6547945205479451","Adult",2,"Female",1,"log10 GE/mL",NA,"log10 pfu/mL","Unknown","6.9",NA,NA,"Unknown (assay not validated)","Unknown","Oropharyngeal Sample",48600,69428.5714285714,"AE","pfu","SARS-CoV-2/human/USA/WA1/2020","URT",4.68663626926229
